WKT,id,order_number,sos,sos_new,on_street,from_street,to_street,smo_code,sign_description,size_description,facing_direction_type,arrow_points,distance_from_intersection,smo_category,smo_subtype,last_work_date,notes
"POINT (-73.9721522351236 40.7922879586702)","12106801",S-01456619,N,"[ ""N"", ""North side"" ]",WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"120",parking,Street Cleaning,2017/08/21,
"POINT (-73.9719436353306 40.7922003118007)","12106800",S-01456619,N,"[ ""N"", ""North side"" ]",WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,West,"54",parking,Street Cleaning,2020/06/16,
"POINT (-73.9719436353306 40.7922003118007)","12106799",S-01456619,N,"[ ""N"", ""North side"" ]",WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,East,"54",parking,No Parking (Non-ASP),2020/06/16,
"POINT (-73.9727464314838 40.792537617374)","12106803",S-01456619,N,"[ ""N"", ""North side"" ]",WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,West,"308",parking,No Parking (Non-ASP),2017/08/17,
"POINT (-73.9728728568163 40.7925907358507)","12106805",S-01456619,N,"[ ""N"", ""North side"" ]",WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,PS-2G,NO PARKING ANYTIME <-> ,018 X 012,,,"348",parking,No Parking (Non-ASP),2017/08/17,
"POINT (-73.9602309375381 40.8006537913237)","11697683",S-01404759,S,"[ ""S"", ""South side"" ]",WEST  109 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,East,"52",parking,No Parking (Non-ASP),2019/07/26,IGLESIA PENTECOSTAL ARCA DE REFUGIO CHURCH
"POINT (-73.9606980549529 40.8008513074971)","11697685",S-01404759,S,"[ ""S"", ""South side"" ]",WEST  109 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"200",parking,Street Cleaning,2019/07/26,
"POINT (-73.9602309375381 40.8006537913237)","11697684",S-01404759,S,"[ ""S"", ""South side"" ]",WEST  109 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,PS-12BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM --> ,018 X 012,,West,"52",parking,Street Cleaning,2019/07/26,
"POINT (-73.9610704883914 40.8010087852477)","11697686",S-01404759,S,"[ ""S"", ""South side"" ]",WEST  109 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,PS-12B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8:30AM-10AM <-> ,018 X 012,,,"318",parking,Street Cleaning,2019/07/26,
"POINT (-73.9610389261673 40.8009954397224)","11697678",S-01404758,N,"[ ""N"", ""North side"" ]",WEST  109 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"308",parking,Street Cleaning,2019/11/04,
"POINT (-73.9858143710509 40.7746252698733)","445922",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-31GA,NO STANDING SCHOOL DAYS 7AM-4PM --> ,018 X 012,,East,"559",parking,No Standing,2013/10/29,MARTIN LUTHER KING JR.HIGH SCHOOL
"POINT (-73.9853811516072 40.7744440630304)","445925",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-54B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> ,018 X 012,,,"696",parking,Street Cleaning,2013/10/29,
"POINT (-73.9853811516072 40.7744440630304)","445924",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"696",parking,No Standing,2013/10/29,
"POINT (-73.9874570158051 40.7753143895311)","445917",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,SP-1044B,NO STANDING ANYTIME <-----> ,018 X 012,,,"39",parking,No Standing,2013/10/29,FOR CONEDISON PLANT
"POINT (-73.9858143710509 40.7746252698733)","445923",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-54B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> ,018 X 012,,,"559",parking,Street Cleaning,2013/10/29,
"POINT (-73.9863197961513 40.7748394205294)","445921",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-54B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> ,018 X 012,,,"399",parking,Street Cleaning,2013/10/29,
"POINT (-73.9865364081415 40.7749300223852)","445920",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,SP-1044BA,NO STANDING ANYTIME W/ SINGLE ARROW ,018 X 012,,West,"330",parking,No Standing,2013/10/29,
"POINT (-73.9867602412053 40.7750233694)","445919",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,SP-1044B,NO STANDING ANYTIME <-----> ,018 X 012,,,"260",parking,No Standing,2013/10/29,
"POINT (-73.9871501455796 40.7751853530564)","445918",S-329515,N,"[ ""N"", ""North side"" ]",WEST   65 STREET,WEST END AVENUE,AMSTERDAM AVENUE,SP-1044B,NO STANDING ANYTIME <-----> ,018 X 012,,,"136",parking,No Standing,2013/10/29,
"POINT (-73.9603350918567 40.8006978322566)","11697676",S-01404758,N,"[ ""N"", ""North side"" ]",WEST  109 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"85",parking,Street Cleaning,2019/11/04,
"POINT (-73.9606633366713 40.8008366273063)","11697677",S-01404758,N,"[ ""N"", ""North side"" ]",WEST  109 STREET,MANHATTAN AVENUE,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"189",parking,Street Cleaning,2019/11/04,
"POINT (-73.988562385047 40.7740870594275)","10842983",S-01321016,N,"[ ""N"", ""North side"" ]",WEST   63 STREET,DEAD END,WEST END AVENUE,PS-2G,NO PARKING ANYTIME <-> ,018 X 012,,,"335",parking,No Parking (Non-ASP),2018/08/08,
"POINT (-73.988320834605 40.7739824349168)","10842977",S-01321016,N,"[ ""N"", ""North side"" ]",WEST   63 STREET,DEAD END,WEST END AVENUE,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,West,"258",parking,No Parking (Non-ASP),2018/08/08,
"POINT (-73.988320834605 40.7739824349168)","10842975",S-01321016,N,"[ ""N"", ""North side"" ]",WEST   63 STREET,DEAD END,WEST END AVENUE,PS-113BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM --> ,018 X 012,,East,"258",parking,Street Cleaning,2018/08/08,
"POINT (-73.9879287088802 40.7738125888501)","10842974",S-01321016,N,"[ ""N"", ""North side"" ]",WEST   63 STREET,DEAD END,WEST END AVENUE,PS-113BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9AM-10:30AM --> ,018 X 012,,West,"133",parking,Street Cleaning,2018/08/08,
"POINT (-73.9879287088802 40.7738125888501)","10842964",S-01321016,N,"[ ""N"", ""North side"" ]",WEST   63 STREET,DEAD END,WEST END AVENUE,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,East,"133",parking,No Parking (Non-ASP),2018/08/08,
"POINT (-73.9695614299514 40.8029367771808)","11700894",S-01405050,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,BROADWAY,RIVERSIDE DRIVE,PS-57B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> ,018 X 012,,,"198",parking,Street Cleaning,2019/01/09,
"POINT (-73.9695614299514 40.8029367771808)","11700893",S-01405050,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,BROADWAY,RIVERSIDE DRIVE,PS-57B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> ,018 X 012,,,"84",parking,Street Cleaning,2019/01/09,
"POINT (-73.9765641719837 40.7857866116354)","10465842",S-01284150,S,"[ ""S"", ""South side"" ]",WEST   83 STREET,AMSTERDAM AVENUE,BROADWAY,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"39",parking,No Standing,2018/01/09,
"POINT (-73.9695614299514 40.8029367771808)","11700895",S-01405050,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,BROADWAY,RIVERSIDE DRIVE,PS-57B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> ,018 X 012,,,"291",parking,Street Cleaning,2019/01/09,
"POINT (-73.9695614299514 40.8029367771808)","11700896",S-01405050,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,BROADWAY,RIVERSIDE DRIVE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"374",parking,No Standing,2020/01/14,
"POINT (-73.9695614299514 40.8029367771808)","11700897",S-01405050,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,BROADWAY,RIVERSIDE DRIVE,PS-57BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM --> ,018 X 012,,East,"374",parking,Street Cleaning,2020/01/14,
"POINT (-73.9777023668619 40.7862696750649)","10465848",S-01284150,S,"[ ""S"", ""South side"" ]",WEST   83 STREET,AMSTERDAM AVENUE,BROADWAY,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"400",parking,No Standing,2022/10/07,
"POINT (-73.9772168191044 40.7860636050643)","10465846",S-01284150,S,"[ ""S"", ""South side"" ]",WEST   83 STREET,AMSTERDAM AVENUE,BROADWAY,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"246",parking,No Standing,2018/01/09,
"POINT (-73.9769015299623 40.7859297922765)","10465843",S-01284150,S,"[ ""S"", ""South side"" ]",WEST   83 STREET,AMSTERDAM AVENUE,BROADWAY,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"146",parking,No Standing,2018/01/09,
"POINT (-73.9833299784918 40.7761153296827)","10770794",P-01314315,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   68 STREET,WEST   69 STREET,PS-19B,NO PARKING (SANITATION BROOM SYMBOL) 8:30AM-9AM EXCEPT SUNDAY <-> ,018 X 012,,,"28",parking,Street Cleaning,2015/12/28,
"POINT (-73.969380286392 40.8028630976047)","11700915",S-01405052,S,"[ ""S"", ""South side"" ]",WEST  107 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-50BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM --> ,018 X 012,,East,"399",parking,Street Cleaning,2018/03/05,
"POINT (-73.969380286392 40.8028630976047)","11700914",S-01405052,S,"[ ""S"", ""South side"" ]",WEST  107 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"399",parking,No Standing,2018/03/05,
"POINT (-73.9687752318686 40.8026169903183)","11700913",S-01405052,S,"[ ""S"", ""South side"" ]",WEST  107 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"209",parking,Street Cleaning,2018/03/05,
"POINT (-73.9686096387788 40.8025496340847)","11700912",S-01405052,S,"[ ""S"", ""South side"" ]",WEST  107 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"157",parking,Street Cleaning,2018/03/05,
"POINT (-73.9683357740197 40.8024382367132)","11700911",S-01405052,S,"[ ""S"", ""South side"" ]",WEST  107 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"71",parking,Street Cleaning,2019/01/09,
"POINT (-73.9675748180797 40.802928001326)","11700886",S-01405049,N,"[ ""N"", ""North side"" ]",WEST  108 STREET,RIVERSIDE DRIVE,BROADWAY,PS-57B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> ,018 X 012,,,"289",parking,Street Cleaning,2017/06/08,
"POINT (-73.9675748180797 40.802928001326)","11700885",S-01405049,N,"[ ""N"", ""North side"" ]",WEST  108 STREET,RIVERSIDE DRIVE,BROADWAY,PS-57B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> ,018 X 012,,,"72",parking,Street Cleaning,2017/06/08,
"POINT (-73.9675748180797 40.802928001326)","11700887",S-01405049,N,"[ ""N"", ""North side"" ]",WEST  108 STREET,RIVERSIDE DRIVE,BROADWAY,PS-57B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> ,018 X 012,,,"196",parking,Street Cleaning,2017/06/08,
"POINT (-73.9675748180797 40.802928001326)","11700888",S-01405049,N,"[ ""N"", ""North side"" ]",WEST  108 STREET,RIVERSIDE DRIVE,BROADWAY,PS-57B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 9:30AM-11AM <-> ,018 X 012,,,"378",parking,Street Cleaning,2017/06/08,
"POINT (-73.9819916059815 40.7718607843164)","10737464",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-584G,Located At: BROADWAY & W 63 ST,016 X 008,,,"153",parking,Bus Stop,,BROADWAY & W 63 ST
"POINT (-73.9821723162281 40.7719457867799)","10737465",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,PS-121B,NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY <-> ,018 X 012,,,"201",parking,Street Cleaning,2017/06/10,
"POINT (-73.9819951807055 40.7719925323423)","10737472",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,PS-64C,2 HOUR METERED PARKING 8AM-10PM EXCEPT SUNDAY <-> ,018 X 018,,,"201",parking,Metered Parking,2018/10/18,
"POINT (-73.9833299784918 40.7761153296827)","10770803",P-01314315,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   68 STREET,WEST   69 STREET,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"28",parking,Metered Parking,2018/10/19,
"POINT (-73.9819951807055 40.7719925323423)","10737467",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,PS-9A,ZONE#113821 PAY BY CELL LOCATOR,018 X 006,,,"201",parking,Metered Parking,2017/06/10,"113821"
"POINT (-73.9819916059815 40.7718607843164)","10737455",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1879G,DESTINATION: GEORGE WASHINGTON BRIDGE/NIGHT & WEEKEND SERVICE ONLY,18.12 X 6,,,"153",parking,Bus Stop,2012/05/07,GEORGE WASHINGTON BRIDGE/NIGHT & WEEKEND SERVICE ONLY
"POINT (-73.9819916059815 40.7718607843164)","10737456",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1878G,ROUTE: M7,14.12 X 6,,,"153",parking,Bus Stop,2012/05/07,M7
"POINT (-73.9819916059815 40.7718607843164)","10737457",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1879G,DESTINATION: HARLEM,18.12 X 6,,,"153",parking,Bus Stop,2012/05/07,HARLEM
"POINT (-73.9819916059815 40.7718607843164)","10737454",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1878G,ROUTE: M5,14.12 X 6,,,"153",parking,Bus Stop,2012/05/07,M5
"POINT (-73.9819916059815 40.7718607843164)","10737453",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,South,"153",parking,Bus Stop,2008/04/24,"400747"
"POINT (-73.9819916059815 40.7718607843164)","10737458",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1878G,ROUTE: M104,14.12 X 6,,,"153",parking,Bus Stop,2012/05/07,M104
"POINT (-73.9831602218116 40.7763513523909)","10770799",P-01314315,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   68 STREET,WEST   69 STREET,PS-9A,ZONE#114468 PAY BY CELL LOCATOR,018 X 006,,,"126",parking,Metered Parking,2017/06/10,"114468"
"POINT (-73.9833299784918 40.7761153296827)","10770796",P-01314315,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   68 STREET,WEST   69 STREET,PS-9A,ZONE#114468 PAY BY CELL LOCATOR,018 X 006,,,"28",parking,Metered Parking,2017/06/10,"114468"
"POINT (-73.9831602218116 40.7763513523909)","10770804",P-01314315,E,"[ ""E"", ""East side"" ]",AMSTERDAM AVENUE,WEST   68 STREET,WEST   69 STREET,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"126",parking,Metered Parking,2018/10/19,
"POINT (-73.9809424222955 40.779555191798)","10739933",P-01311360,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   73 STREET,WEST   74 STREET,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"110",parking,Metered Parking,2020/02/18,
"POINT (-73.9810073756941 40.7796337223874)","10739928",P-01311360,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   73 STREET,WEST   74 STREET,PS-9A,ZONE#114197 PAY BY CELL LOCATOR,018 X 006,,,"110",parking,Metered Parking,2020/02/18,"114197"
"POINT (-73.9807805779599 40.7797788486006)","10739934",P-01311360,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   73 STREET,WEST   74 STREET,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"203",parking,Metered Parking,2020/02/18,
"POINT (-73.9808448265254 40.7798587638064)","10739930",P-01311360,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   73 STREET,WEST   74 STREET,PS-9A,ZONE#114197 PAY BY CELL LOCATOR,018 X 006,,,"203",parking,Metered Parking,2020/02/18,"114197"
"POINT (-73.9791870921886 40.7819718101789)","10739900",P-01311354,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   77 STREET,WEST   78 STREET,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"55",parking,Metered Parking,2020/02/18,
"POINT (-73.9792517930263 40.7820432971861)","10739881",P-01311354,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   77 STREET,WEST   78 STREET,PS-9A,ZONE#113378 PAY BY CELL LOCATOR,018 X 006,,,"55",parking,Metered Parking,2020/02/18,"113378"
"POINT (-73.9788970720399 40.7823642691502)","10739901",P-01311354,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   77 STREET,WEST   78 STREET,PS-54CA,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY --> ,018 X 018,,South,"219",parking,Metered Parking,2020/02/18,
"POINT (-73.9789664074196 40.7824384872373)","10739883",P-01311354,W,"[ ""W"", ""West side"" ]",AMSTERDAM AVENUE,WEST   77 STREET,WEST   78 STREET,PS-9A,ZONE#113378 PAY BY CELL LOCATOR,018 X 006,,,"219",parking,Metered Parking,2018/03/08,"113378"
"POINT (-73.9738690432219 40.7792508065103)","11704597",S-01405389,W,"[ ""W"", ""West side"" ]",CENTRAL PARK WEST,WEST   77 STREET,WEST   76 STREET,SI-1879G,DESTINATION: COLUMBUS CIRCLE,18.12 X 6,,,"92",parking,Bus Stop,2012/02/03,COLUMBUS CIRCLE
"POINT (-73.9738690432219 40.7792508065103)","11704598",S-01405389,W,"[ ""W"", ""West side"" ]",CENTRAL PARK WEST,WEST   77 STREET,WEST   76 STREET,SI-584G,Located At: CENTRAL PARK W & W 77 ST,016 X 008,,,"92",parking,Bus Stop,2012/02/03,CENTRAL PARK W & W 77 ST
"POINT (-73.9819916059815 40.7718607843164)","10737459",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1879G,DESTINATION: WEST HARLEM,18.12 X 6,,,"153",parking,Bus Stop,2012/05/07,WEST HARLEM
"POINT (-73.9769009669269 40.7928351379153)","13432956",S-01607836,E,"[ ""E"", ""East side"" ]",RIVERSIDE DRIVE,WEST   91 STREET,WEST   95 STREET,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,North,"2",parking,Street Cleaning,2016/08/18,
"POINT (-73.9765250467519 40.7937600359552)","13432961",S-01607836,E,"[ ""E"", ""East side"" ]",RIVERSIDE DRIVE,WEST   91 STREET,WEST   95 STREET,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"355",parking,Street Cleaning,2016/08/18,
"POINT (-73.9763371651854 40.7939905548311)","13432962",S-01607836,E,"[ ""E"", ""East side"" ]",RIVERSIDE DRIVE,WEST   91 STREET,WEST   95 STREET,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"451",parking,Street Cleaning,2016/08/18,
"POINT (-73.9875114893053 40.7736318711652)","10842948",S-01321016,N,"[ ""N"", ""North side"" ]",WEST   63 STREET,DEAD END,WEST END AVENUE,PS-2G,NO PARKING ANYTIME <-> ,018 X 012,,,"0",parking,No Parking (Non-ASP),2018/08/08,
"POINT (-73.9875114893053 40.7736318711652)","10844478",S-01321221,S,"[ ""S"", ""South side"" ]",WEST   63 STREET,WEST END AVENUE,DEAD END,PS-2G,NO PARKING ANYTIME <-> ,018 X 012,,,"370",parking,No Parking (Non-ASP),2018/08/08,
"POINT (-73.9878584650385 40.7737821630689)","10844477",S-01321221,S,"[ ""S"", ""South side"" ]",WEST   63 STREET,WEST END AVENUE,DEAD END,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,East,"245",parking,No Parking (Non-ASP),2018/08/08,
"POINT (-73.9878584650385 40.7737821630689)","10844461",S-01321221,S,"[ ""S"", ""South side"" ]",WEST   63 STREET,WEST END AVENUE,DEAD END,PS-68BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9AM-10:30AM --> ,018 X 012,,West,"245",parking,Street Cleaning,2018/08/08,
"POINT (-73.9762720556596 40.7942759933228)","13432963",S-01607836,E,"[ ""E"", ""East side"" ]",RIVERSIDE DRIVE,WEST   91 STREET,WEST   95 STREET,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,South,"555",parking,Street Cleaning,2016/08/18,
"POINT (-73.9761780794973 40.7944873181084)","13432964",S-01607836,E,"[ ""E"", ""East side"" ]",RIVERSIDE DRIVE,WEST   91 STREET,WEST   95 STREET,SP-477BA,BUS STOP SIGN(NO STANDING),"20"" DIA.",,South,"636",parking,Bus Stop,2017/04/11,"404054"
"POINT (-73.9761780794973 40.7944873181084)","13432965",S-01607836,E,"[ ""E"", ""East side"" ]",RIVERSIDE DRIVE,WEST   91 STREET,WEST   95 STREET,SI-1878G,ROUTE: M5,14.12 X 6,,,"636",parking,Bus Stop,2012/04/26,M5
"POINT (-73.9761780794973 40.7944873181084)","13432966",S-01607836,E,"[ ""E"", ""East side"" ]",RIVERSIDE DRIVE,WEST   91 STREET,WEST   95 STREET,SI-1879G,DESTINATION: GEORGE WASHINGTON BRIDGE NIGHT & WEEKEND SERVICE ONLY,18.12 X 6,,,"636",parking,Bus Stop,2012/04/26,GEORGE WASHINGTON BRIDGE NIGHT & WEEKEND SERVICE ONLY
"POINT (-73.9819916059815 40.7718607843164)","10737460",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1890G,ROUTE: BIG BUS TOURS NEW YORK,14.12 X 6,,,"153",parking,Bus Stop,2016/11/14,BIG BUS TOURS NEW YORK
"POINT (-73.9819916059815 40.7718607843164)","10737461",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1891G,DESTINATION: PICK UP/DROP OFF ONLY,18.12 X 6,,,"153",parking,Bus Stop,2016/11/14,PICK UP/DROP OFF ONLY
"POINT (-73.9820094604641 40.7725908876202)","10737489",P-01311153,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   64 STREET,WEST   65 STREET,PS-10EA,TAXI HAILING (SYMBOL) TAXI STAND --> ,018 X 012,,South,"133",parking,Other Curb Side,2015/01/29,
"POINT (-73.9821503029255 40.7724509278533)","10737486",P-01311153,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   64 STREET,WEST   65 STREET,PS-121BA,NO PARKING (SANITATION BROOM SYMBOL) 7:30AM-8AM EXCEPT SUNDAY --> ,018 X 012,,South,"75",parking,Street Cleaning,2015/01/29,
"POINT (-73.9821503029255 40.7724509278533)","10737494",P-01311153,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   64 STREET,WEST   65 STREET,PS-64CA,2 HOUR METERED PARKING 8AM-10PM EXCEPT SUNDAY --> ,018 X 018,,South,"75",parking,Metered Parking,2018/10/18,
"POINT (-73.9821503029255 40.7724509278533)","10737488",P-01311153,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   64 STREET,WEST   65 STREET,PS-9A,ZONE#109119 PAY BY CELL LOCATOR,018 X 006,,,"75",parking,Metered Parking,2017/06/10,"109119"
"POINT (-73.9820130130222 40.7728049777842)","10737490",P-01311153,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   64 STREET,WEST   65 STREET,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"209",parking,No Standing,2015/01/29,
"POINT (-73.9880309999534 40.7738568956087)","10844457",S-01321221,S,"[ ""S"", ""South side"" ]",WEST   63 STREET,WEST END AVENUE,DEAD END,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,West,"190",parking,No Parking (Non-ASP),2018/08/08,
