WKT,id,order_number,sos,sos_new,on_street,from_street,to_street,smo_code,sign_description,size_description,facing_direction_type,arrow_points,distance_from_intersection,smo_category,smo_subtype,last_work_date,notes
"POINT (-73.9859923261986 40.7696765276161)","847368",S-367764,S,"[ ""S"", ""South side"" ]",WEST   59 STREET,   9 AVENUE,  10 AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"348",parking,No Standing,2015/07/24,
"POINT (-73.9859923261986 40.7696765276161)","847367",S-367764,S,"[ ""S"", ""South side"" ]",WEST   59 STREET,   9 AVENUE,  10 AVENUE,PS-15EA,CROSS (SYMBOL) AMBULANCE ONLY -->,018 X 012,,West,"348",parking,Authorized Parking,2015/07/29,
"POINT (-73.9858984690625 40.76963534507)","847366",S-367764,S,"[ ""S"", ""South side"" ]",WEST   59 STREET,   9 AVENUE,  10 AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"318",parking,No Standing,2015/07/24,
"POINT (-73.9855952376472 40.7695090495258)","847365",S-367764,S,"[ ""S"", ""South side"" ]",WEST   59 STREET,   9 AVENUE,  10 AVENUE,PS-117D,CROSS (SYMBOL) DOCTOR LICENSE PLATES ONLY MONDAY-FRIDAY 7AM-7PM <->,018 X 018,,,"222",parking,Authorized Parking,2015/07/24,
"POINT (-73.9853642049311 40.7694129545139)","847364",S-367764,S,"[ ""S"", ""South side"" ]",WEST   59 STREET,   9 AVENUE,  10 AVENUE,PS-31GA,NO STANDING SCHOOL DAYS 7AM-4PM --> ,018 X 012,,East,"149",parking,No Standing,2013/12/03,
"POINT (-73.9851115141024 40.7693058772808)","847363",S-367764,S,"[ ""S"", ""South side"" ]",WEST   59 STREET,   9 AVENUE,  10 AVENUE,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"69",parking,No Standing,2013/12/03,
"POINT (-73.9762665696993 40.7948424440993)","11605097",S-01395547,S,"[ ""S"", ""South side"" ]",WEST   94 STREET,RIVERSIDE DRIVE,WEST END AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"28",parking,No Standing,2020/04/02,"DAYLIGHT, FOR TURNING RADIUS"
"POINT (-73.9720509574426 40.7855438523402)","12000041",S-01441887,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"702",parking,Street Cleaning,2020/07/17,
"POINT (-73.9723636929861 40.7856755054252)","12000042",S-01441887,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"801",parking,Street Cleaning,2020/07/17,
"POINT (-73.9702440651853 40.7847831734028)","12000037",S-01441887,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"130",parking,Street Cleaning,2020/07/17,
"POINT (-73.9705599524621 40.7849161612809)","12000038",S-01441887,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"230",parking,Street Cleaning,2020/07/17,
"POINT (-73.9711443472507 40.7851621865655)","12000039",S-01441887,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"415",parking,Street Cleaning,2020/07/17,
"POINT (-73.9716971571067 40.7853949104501)","12000040",S-01441887,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"590",parking,Street Cleaning,2020/07/17,
"POINT (-73.9832049084561 40.7709606931315)","12100633",S-01455907,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,BROADWAY,COLUMBUS AVENUE,PS-39GA,NO PARKING 8AM-6PM EXCEPT SUNDAY --> ,018 X 012,,East,"261",parking,No Parking (Non-ASP),2020/07/17,
"POINT (-73.9825479074619 40.7706833768167)","12100609",S-01455907,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,BROADWAY,COLUMBUS AVENUE,PS-39G,NO PARKING 8AM-6PM EXCEPT SUNDAY <-> ,018 X 012,,,"53",parking,No Parking (Non-ASP),2020/07/17,
"POINT (-73.9828186494067 40.7707959518217)","12100627",S-01455907,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,BROADWAY,COLUMBUS AVENUE,PS-39G,NO PARKING 8AM-6PM EXCEPT SUNDAY <-> ,018 X 012,,,"138",parking,No Parking (Non-ASP),2020/07/17,
"POINT (-73.9832049084561 40.7709606931315)","12100634",S-01455907,S,"[ ""S"", ""South side"" ]",WEST   62 STREET,BROADWAY,COLUMBUS AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"261",parking,No Standing,2020/07/17,
"POINT (-73.9605668649194 40.7991515342706)","12013205",S-01443967,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"326",parking,Street Cleaning,2020/07/17,
"POINT (-73.9597897270402 40.7988242341218)","12013194",S-01443967,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"80",parking,Street Cleaning,2020/07/17,
"POINT (-73.9602225223959 40.7990065116825)","12013195",S-01443967,N,"[ ""N"", ""North side"" ]",WEST  107 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"217",parking,Street Cleaning,2020/07/17,
"POINT (-73.960782226552 40.7974776980978)","12012689",S-01443897,N,"[ ""N"", ""North side"" ]",WEST  105 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"82",parking,Street Cleaning,2020/07/17,
"POINT (-73.961585803739 40.7978196687086)","12012695",S-01443897,N,"[ ""N"", ""North side"" ]",WEST  105 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"337",parking,Street Cleaning,2020/07/17,
"POINT (-73.9693028646479 40.8010645149239)","12007182",S-01443051,S,"[ ""S"", ""South side"" ]",WEST  105 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"78",parking,Street Cleaning,2020/07/17,
"POINT (-73.9701771967608 40.8014341104848)","12007186",S-01443051,S,"[ ""S"", ""South side"" ]",WEST  105 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"355",parking,Street Cleaning,2020/07/17,
"POINT (-73.9697637027464 40.8012593206336)","12007176",S-01443051,S,"[ ""S"", ""South side"" ]",WEST  105 STREET,WEST END AVENUE,RIVERSIDE DRIVE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"224",parking,Street Cleaning,2020/07/17,
"POINT (-73.9628008332953 40.7974885863049)","12012581",S-01443872,N,"[ ""N"", ""North side"" ]",WEST  104 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"329",parking,Street Cleaning,2020/07/17,
"POINT (-73.963210761607 40.7976568674309)","12012568",S-01443872,N,"[ ""N"", ""North side"" ]",WEST  104 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"200",parking,Street Cleaning,2020/07/17,
"POINT (-73.9635698478 40.7978042752778)","12012554",S-01443872,N,"[ ""N"", ""North side"" ]",WEST  104 STREET,COLUMBUS AVENUE,MANHATTAN AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"87",parking,Street Cleaning,2020/07/17,
"POINT (-73.9828566724696 40.7773613707923)","11353493",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-9A,ZONE#110744 PAY BY CELL LOCATOR,018 X 006,,,"796",parking,Metered Parking,2019/07/23,"110744"
"POINT (-73.9828566724696 40.7773613707923)","11353476",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-54CA,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY --> ,018 X 018,,West,"796",parking,Metered Parking,2019/07/18,
"POINT (-73.9828566724696 40.7773613707923)","11353475",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-7A,METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) ,018 X 006,,,"796",parking,Meters Not in Effect,2019/07/18,
"POINT (-73.9828566724696 40.7773613707923)","11353453",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"796",parking,Street Cleaning,2017/02/08,
"POINT (-73.9831382726415 40.777479436017)","11353474",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-54C,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY <-> ,018 X 018,,,"707",parking,Metered Parking,2019/07/18,
"POINT (-73.9831382726415 40.777479436017)","11353473",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-7A,METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) ,018 X 006,,,"707",parking,Meters Not in Effect,2019/07/18,
"POINT (-73.9831382726415 40.777479436017)","11353452",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"707",parking,Street Cleaning,2017/02/08,
"POINT (-73.983423403979 40.7776477116224)","11353472",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-9A,ZONE#110744 PAY BY CELL LOCATOR,018 X 006,,,"637",parking,Metered Parking,2019/07/23,"110744"
"POINT (-73.983423403979 40.7776477116224)","11353471",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-54CA,2 HOUR METERED PARKING 9AM-7PM EXCEPT SUNDAY --> ,018 X 018,,East,"637",parking,Metered Parking,2019/07/18,
"POINT (-73.983423403979 40.7776477116224)","11353470",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-7A,METERS ARE NOT IN EFFECT ABOVE TIMES (TO BE USED ONLY FOR CONFLICTING STREET CLEANING AND METERED PARKING REGULATIONS) ,018 X 006,,,"637",parking,Meters Not in Effect,2019/07/18,
"POINT (-73.983423403979 40.7776477116224)","11353469",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"637",parking,Street Cleaning,2019/07/18,
"POINT (-73.9836437114732 40.7776908535822)","11353451",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"547",parking,Street Cleaning,2017/02/08,
"POINT (-73.9838856143772 40.7777375481847)","11353450",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"480",parking,Street Cleaning,2017/02/08,
"POINT (-73.9838856143772 40.7777375481847)","11353449",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-2DA,STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM --> ,018 X 024,,West,"480",parking,Authorized Parking,2017/02/08,
"POINT (-73.9852322659756 40.7783031443232)","11353440",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-39G,NO PARKING 8AM-6PM EXCEPT SUNDAY <-> ,018 X 012,,,"54",parking,No Parking (Non-ASP),2017/02/22,
"POINT (-73.9849723202485 40.7781960660027)","11353441",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-31GA,NO STANDING SCHOOL DAYS 7AM-4PM --> ,018 X 012,,East,"136",parking,No Standing,2019/07/18,
"POINT (-73.9849723202485 40.7781960660027)","11353442",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM --> ,018 X 012,,East,"136",parking,Street Cleaning,2019/07/18,
"POINT (-73.9846857370185 40.7781639894702)","11353443",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-31G,NO STANDING SCHOOL DAYS 7AM-4PM <-> ,018 X 012,,,"240",parking,No Standing,2019/07/18,
"POINT (-73.9846004562997 40.7780368222013)","11353444",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"240",parking,Street Cleaning,2019/07/18,
"POINT (-73.984440900113 40.7780638560599)","11353445",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-31GA,NO STANDING SCHOOL DAYS 7AM-4PM --> ,018 X 012,,West,"317",parking,No Standing,2019/07/18,
"POINT (-73.9844199397189 40.7779626900542)","11353446",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"317",parking,Street Cleaning,2019/07/18,
"POINT (-73.9840516884027 40.7778061897007)","11353447",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-2D,STAR (SYMBOL) AVO DEPT OF EDUCATION SCHOOL DAYS 7AM-4PM <-> ,018 X 024,,,"428",parking,Authorized Parking,2017/02/08,
"POINT (-73.9840516884027 40.7778061897007)","11353448",P-01371256,S,"[ ""S"", ""South side"" ]",WEST   70 STREET,WEST END AVENUE,AMSTERDAM AVENUE,PS-10B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 8AM-9:30AM <-> ,018 X 012,,,"428",parking,Street Cleaning,2017/02/08,
"POINT (-73.9751251589577 40.7868390060111)","12000057",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,East,"777",parking,No Parking (Non-ASP),2020/06/15,
"POINT (-73.9750651512535 40.7868137209564)","12000056",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM --> ,018 X 012,,East,"758",parking,Street Cleaning,2020/06/15,
"POINT (-73.9747208974101 40.7866686639843)","12000055",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"649",parking,Street Cleaning,2020/06/15,
"POINT (-73.9744461270703 40.786552883826)","12000054",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"562",parking,Street Cleaning,2020/06/15,
"POINT (-73.9740071281657 40.7863679003702)","12000053",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"423",parking,Street Cleaning,2020/07/17,
"POINT (-73.9737228855717 40.7862481260149)","12000052",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"333",parking,Street Cleaning,2020/06/15,
"POINT (-73.9733059982837 40.7860724556884)","12000051",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"201",parking,Street Cleaning,2020/07/17,
"POINT (-73.9728512146603 40.7858808136068)","12000050",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM <-> ,018 X 012,,,"57",parking,Street Cleaning,2020/07/17,
"POINT (-73.9751251589577 40.7868390060111)","12000058",S-01441888,N,"[ ""N"", ""North side"" ]",WEST   85 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,PS-49BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8:30AM-10AM --> ,018 X 012,,West,"777",parking,Street Cleaning,2020/06/15,
"POINT (-73.9767947750988 40.786659470798)","700047",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,West,"206",parking,No Standing,2015/09/17,
"POINT (-73.9765348112848 40.7865496288491)","700050",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,West,"288",parking,No Parking (Non-ASP),2015/08/25,"#204, FIRST CHURCH OF RELIGIOUS SCIENCE"
"POINT (-73.9767478369115 40.786640248208)","700048",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"220",parking,Street Cleaning,2014/11/21,
"POINT (-73.9766250762937 40.7865880734516)","700049",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-50BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM --> ,018 X 012,,West,"259",parking,Street Cleaning,2015/08/25,
"POINT (-73.9765348112848 40.7865496288491)","700051",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-50BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM --> ,018 X 012,,East,"288",parking,Street Cleaning,2015/08/25,
"POINT (-73.9763001213817 40.7864535151763)","700052",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"362",parking,Street Cleaning,2014/11/21,
"POINT (-73.9773363694443 40.7868873913912)","700045",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"34",parking,No Standing,2015/09/17,FOR THE BIKE SHARE STATION.
"POINT (-73.9770511286186 40.7867693114395)","700046",S-386301,S,"[ ""S"", ""South side"" ]",WEST   84 STREET,BROADWAY,AMSTERDAM AVENUE,PS-1G,NO STANDING ANYTIME <-> ,018 X 012,,,"124",parking,No Standing,2015/09/17,
"POINT (-73.9832219019279 40.7751601453964)","700058",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-54BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM --> ,018 X 012,,West,"264",parking,Street Cleaning,2015/10/05,
"POINT (-73.9835179341955 40.7752837013094)","700059",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-54B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> ,018 X 012,,,"358",parking,Street Cleaning,2015/10/05,
"POINT (-73.9828861600237 40.7750173696663)","700054",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-303EA,TRUCK (SYMBOL) TRUCK LOADING ONLY MONDAY-FRIDAY 9:30AM-5PM --> ,018 X 018,,East,"157",parking,Other Curb Side,2016/01/06,
"POINT (-73.9828861600237 40.7750173696663)","700055",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-54BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM --> ,018 X 012,,East,"157",parking,Street Cleaning,2016/01/06,
"POINT (-73.9829186511355 40.7750310981754)","700056",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-2G,NO PARKING ANYTIME <-> ,018 X 012,,,"168",parking,No Parking (Non-ASP),2015/10/05,
"POINT (-73.9827850769657 40.7749734388069)","700053",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-1GA,NO STANDING ANYTIME --> ,018 X 012,,East,"125",parking,No Standing,2015/10/01,FOR THE BIKE SHARE STATION.
"POINT (-73.9832219019279 40.7751601453964)","700057",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-2GA,NO PARKING ANYTIME --> ,018 X 012,,East,"264",parking,No Parking (Non-ASP),2015/10/05,
"POINT (-73.9837345438187 40.7753743084261)","700060",S-386307,N,"[ ""N"", ""North side"" ]",WEST   67 STREET,BROADWAY,AMSTERDAM AVENUE,PS-54B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 8AM-9:30AM <-> ,018 X 012,,,"426",parking,Street Cleaning,2015/10/05,
"POINT (-73.9819916059815 40.7718607843164)","10737463",P-01311151,E,"[ ""E"", ""East side"" ]",BROADWAY,WEST   63 STREET,WEST   64 STREET,SI-1891G,DESTINATION: PICK UP/DROP OFF ONLY,18.12 X 6,,,"153",parking,Bus Stop,2016/11/14,PICK UP/DROP OFF ONLY
"POINT (-73.9757645064987 40.7896592509861)","609310",S-457807,S,"[ ""S"", ""South side"" ]",WEST   88 STREET,WEST END AVENUE,BROADWAY,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"344",parking,Street Cleaning,2016/12/06,
"POINT (-73.9763458403999 40.7899036528617)","609307",S-457807,S,"[ ""S"", ""South side"" ]",WEST   88 STREET,WEST END AVENUE,BROADWAY,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"161",parking,Street Cleaning,2016/12/22,
"POINT (-73.976031702825 40.789771840853)","609309",S-457807,S,"[ ""S"", ""South side"" ]",WEST   88 STREET,WEST END AVENUE,BROADWAY,PS-45EA,TRUCK (SYMBOL) TRUCK LOADING ONLY 8AM-6PM EXCEPT SUNDAY --> ,018 X 018,,West,"260",parking,Other Curb Side,2016/12/06,
"POINT (-73.9761255832289 40.7898102865785)","609308",S-457807,S,"[ ""S"", ""South side"" ]",WEST   88 STREET,WEST END AVENUE,BROADWAY,PS-50BA,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM --> ,018 X 012,,West,"230",parking,Street Cleaning,2016/12/06,
"POINT (-73.9766274811115 40.7900244785003)","609306",S-457807,S,"[ ""S"", ""South side"" ]",WEST   88 STREET,WEST END AVENUE,BROADWAY,PS-50B,NO PARKING (SANITATION BROOM SYMBOL) TUESDAY FRIDAY 9:30AM-11AM <-> ,018 X 012,,,"71",parking,Street Cleaning,2016/12/06,
"POINT (-73.9725536332402 40.7924566114292)","12106802",S-01456619,N,"[ ""N"", ""North side"" ]",WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,PS-16B,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM <-> ,018 X 012,,,"247",parking,Street Cleaning,2017/08/29,
"POINT (-73.9727464314838 40.792537617374)","12106804",S-01456619,N,"[ ""N"", ""North side"" ]",WEST   93 STREET,AMSTERDAM AVENUE,BROADWAY,PS-16BA,NO PARKING (SANITATION BROOM SYMBOL) MONDAY THURSDAY 11:30AM-1PM --> ,018 X 012,,East,"308",parking,Street Cleaning,2017/08/17,
